event_id,ticker,car_s1_0_1,car_s1_0_2,car_s1_0_5,car_s1_0_20
AIT-2023-03-002,AMAT,0.00033422,0.01825547,-0.02391322,-0.16965475
AIT-2023-03-002,AMD,0.08152668,0.11791482,0.10590549,-0.04618560
AIT-2023-03-002,AMGN,0.01339763,-0.00195327,-0.00280018,0.07111893
AIT-2023-03-002,AMZN,0.03640982,0.04482760,0.03502421,-0.00544189
AIT-2023-03-002,APP,0.05743587,0.07138355,0.09182668,0.19656254
AIT-2023-03-002,ASML,-0.00453516,0.02070962,0.01876204,-0.04888309
AIT-2023-03-002,ASX,0.01054785,-0.00341280,0.00574919,-0.11179242
AIT-2023-03-002,AVGO,-0.00914135,-0.00389749,-0.00598650,-0.09438157
AIT-2023-03-002,AXON,-0.01104814,-0.02032396,-0.03657821,-0.11164959
AIT-2023-03-002,BKNG,-0.03001275,-0.01675087,0.02073077,-0.03136200
AIT-2023-03-002,BKR,-0.04514065,-0.04830275,-0.04561409,0.00395337
AIT-2023-03-002,CCEP,-0.00464189,-0.02245050,0.00063713,0.01554803
AIT-2023-03-002,CDNS,0.00454412,0.01254051,-0.01276270,-0.03701520
AIT-2023-03-002,CEG,-0.00844507,-0.01917964,-0.06070547,-0.10364464
