"mode","x_var","y_var","controls","subsample","year_fe","n","n_events","estimate","std.error","p.value","conf.low","conf.high","sig_05","sig_10"
"relationship_x","upstream_hardware","car_3","full","non_us_creator",TRUE,3029,38,0.00196633657195889,0.00497112774933248,0.694707547080824,-0.00810612500649343,0.0120387981504112,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","open_source",FALSE,1038,13,-0.0128410990308318,0.0079719012184289,0.133198697235043,-0.0302103796823845,0.00452818162072093,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","open_source",TRUE,1038,13,-0.0128723388872454,0.00798291778252933,0.132829051313138,-0.0302656225699989,0.00452094479550821,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","closed_source",FALSE,3785,47,0.00612572092641094,0.00379158931258334,0.11301809645172,-0.001506352513798,0.0137577943666199,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","closed_source",TRUE,3785,47,0.00613138639965347,0.00377812722576132,0.111452983966571,-0.00147358926523916,0.0137363620645461,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","text_or_reason",FALSE,3776,47,0.00134222300638142,0.00435657810261338,0.759403820743582,-0.00742711388271781,0.0101115598954807,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","text_or_reason",TRUE,3776,47,0.00132180982134348,0.004351282035544,0.762669310947848,-0.0074368666376602,0.0100804862803472,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","media_gen",FALSE,1047,13,0.0044585037769702,0.00561778234267607,0.442815340089502,-0.00778159246553044,0.0166986000194708,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","media_gen",TRUE,1047,13,0.0044845221771021,0.00557141646311354,0.436526241338306,-0.00765455149214889,0.0166235958463531,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","all",FALSE,5049,60,0.00263932237617395,0.00396702756811808,0.508441733012697,-0.00529868145237907,0.010577326204727,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","all",TRUE,5049,60,0.00250339047943224,0.00396932042988032,0.530682076571042,-0.0054392013549096,0.0104459823137741,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","us_creator",FALSE,1850,22,0.00360233981734364,0.00553144559427294,0.521950208434828,-0.00790093102186429,0.0151056106565516,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","us_creator",TRUE,1850,22,0.00349900761145752,0.00553019255460395,0.533752672468693,-0.00800165738910679,0.0149996726120218,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","non_us_creator",FALSE,3199,38,0.00208229867130866,0.00538056091976689,0.700970304591156,-0.00881975331119199,0.0129843506538093,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","non_us_creator",TRUE,3199,38,0.00191312508926242,0.00539147219463062,0.724722050325227,-0.00901103523612915,0.012837285414654,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","open_source",FALSE,1097,13,-0.0246114777188624,0.00910596437708368,0.0192100843857886,-0.0444516697301451,-0.00477128570757976,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","none","open_source",TRUE,1097,13,-0.0247098155299015,0.00915017872199812,0.0192924610280367,-0.044646342323139,-0.00477328873666388,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","none","closed_source",FALSE,3952,47,0.0101143513708861,0.00374373551298215,0.00962827961179621,0.00257860263328597,0.0176501001084863,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","none","closed_source",TRUE,3952,47,0.00998129719936836,0.00373901226510522,0.0104613268863346,0.00245505586663229,0.0175075385321044,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","none","text_or_reason",FALSE,3952,47,0.00327504029438115,0.00476359917851546,0.495211070342817,-0.00631358752706883,0.0128636681158311,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","text_or_reason",TRUE,3952,47,0.00309046012115833,0.00477019644328324,0.520290718781485,-0.00651144730550761,0.0126923675478243,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","media_gen",FALSE,1097,13,0.000349914131191986,0.00619051042324058,0.955854421387903,-0.0131380494011533,0.0138378776635373,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","none","media_gen",TRUE,1097,13,0.00033455207807744,0.00618840506579862,0.957776081329676,-0.0131488242744623,0.0138179284306172,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","all",FALSE,5005,60,0.0015358198108497,0.00411436857640829,0.710276424420348,-0.0066970126942949,0.00976865231599429,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","all",TRUE,5005,60,0.0014615704667371,0.0041255631763879,0.724398299915088,-0.00679366238122624,0.00971680331470044,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","us_creator",FALSE,1841,22,0.00246336696685003,0.00557083526506021,0.662872320129855,-0.00912181917706638,0.0140485531107664,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","us_creator",TRUE,1841,22,0.0023781494219764,0.00560728688413483,0.675793023546492,-0.00928284201363032,0.0140391408575831,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","non_us_creator",FALSE,3164,38,0.00101932515183004,0.00563472274658414,0.857432828488358,-0.0103977076085574,0.0124363579122175,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","non_us_creator",TRUE,3164,38,0.000931873820738933,0.00564555248600892,0.869792664249536,-0.0105071020760476,0.0123708497175255,FALSE,FALSE
"relationship_x","upstream_hardware","car_5","size","open_source",FALSE,1088,13,-0.0256400963351677,0.00935534369417262,0.017908456349755,-0.0460236392019774,-0.00525655346835801,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","size","open_source",TRUE,1088,13,-0.0257124761916762,0.009390340978189,0.017991780283312,-0.0461722715899043,-0.00525268079344808,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","size","closed_source",FALSE,3917,47,0.00895194057337946,0.00395458124183603,0.0283544613585936,0.000991781396118383,0.0169120997506405,TRUE,TRUE
"relationship_x","upstream_hardware","car_5","size","closed_source",TRUE,3917,47,0.00889614799226176,0.00396619961057003,0.0297570932808976,0.000912602251709388,0.0168796937328141,TRUE,TRUE
